NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Study Type,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted
NCT01283724,Visanne Study to Assess Safety in Adolescents,https://clinicaltrials.gov/study/NCT01283724,VISADO,COMPLETED,NO,Endometriosis,"DRUG: Dienogest (Visanne, BAY86-5258)",Bayer,,INTERVENTIONAL,2011-03,2013-03,2014-06,2011-01-26,,2015-08-13
NCT01280591,Evaluate Analgesic/Sedative Efficacy of Naproxen Sodium and Diphenhydramine in Patients With Postsurgical Dental Pain,https://clinicaltrials.gov/study/NCT01280591,Morpheus II,COMPLETED,YES,"Pain, Postoperative",DRUG: Naproxen sodium 440 mg / DPH 50 mg (BAY98-7111)|DRUG: Naproxen sodium 220 mg / DPH 50 mg (BAY98-7111)|DRUG: Naproxen sodium 440 mg (BAYH6689)|DRUG: DPH 50 mg,Bayer,,INTERVENTIONAL,2010-10,2011-01,2011-02,2011-01-21,2014-06-17,2015-06-08
NCT01271712,Study of Regorafenib as a 3rd-line or Beyond Treatment for Gastrointestinal Stromal Tumors (GIST),https://clinicaltrials.gov/study/NCT01271712,GRID,COMPLETED,YES,Gastrointestinal Stromal Tumors,"DRUG: Regorafenib (Stivarga, BAY73-4506)|DRUG: Placebo|DRUG: Best supportive care",Bayer,,INTERVENTIONAL,2011-01-04,2012-01-26,2019-04-15,2011-01-07,2013-10-25,2021-01-29
NCT01258660,Assessment of the Pharmacodynamic Effect on Plasma Folate and Red Blood Cell Folate and Comparison of the Folate Metabolites During the 24 Weeks of Treatment (Yasmin + Metafolin Versus Yasmin + Folic Acid) Followed by a 20 Week Elimination Phase of Folate,https://clinicaltrials.gov/study/NCT01258660,,COMPLETED,YES,Contraception,DRUG: EE 0.03 mg/DRSP 3 mg/Metafolin + folic acid placebo|DRUG: EE 0.03 mg/DRSP 3 mg (Yasmin) + folic acid,Bayer,,INTERVENTIONAL,2006-12,2008-01,2008-01,2010-12-13,2011-05-13,2013-09-20
NCT01257984,Study to Investigate Compliance With the Oral Contraceptive SH T00186D in a Flexible Extended Regimen Supported by a Dispenser With a Reminder Function,https://clinicaltrials.gov/study/NCT01257984,,COMPLETED,NO,Contraception,DRUG: BAY86-5300|DRUG: BAY86-5300,Bayer,,INTERVENTIONAL,2010-12,2012-08,2012-09,2010-12-10,,2014-10-28
NCT01254292,LCS12 vs Combined Oral Contraceptive (COC) User Satisfaction Study,https://clinicaltrials.gov/study/NCT01254292,,COMPLETED,YES,Contraception,"DRUG: Levonorgestrel IUD (LCS, BAY86-5028)|DRUG: Yasmin (EE30/DRSP, BAY86-5131)",Bayer,,INTERVENTIONAL,2011-01-06,2013-01-08,2014-05-28,2010-12-06,2014-04-07,2017-09-25
NCT01253174,Investigation of Bioequivalence of Ethinylestradiol (EE) and Drospirenone (DRSP) in Two Different Tablet Formulations: Yasmin and Yasmin + Levomefolate Calcium (Metafolin) & L-5-MTHF in Two Different Tablet Formulations: Levomefolate Calcium (Metafolin) and Yasmin + Levomefolate Calcium (Metafolin),https://clinicaltrials.gov/study/NCT01253174,,COMPLETED,YES,Contraception,"DRUG: EE 0.03 mg/DRSP 3 mg (Yasmin, BAY86-5131)|DRUG: EE 0.03mg/DRSP 3mg/L-5-MTHF Ca 0.451mg (EE30/DRSP/L-5-MTHF Ca)|DRUG: L-5-MTHF Ca 0.451 mg (Metafolin)",Bayer,,INTERVENTIONAL,2006-08,2007-07,2007-07,2010-12-03,2011-05-09,2013-08-07
NCT01253187,Investigation of Bioequivalence of Ethinylestradiol (EE) and Drospirenone (DRSP) in Two Different Tablet Formulations: YAZ and YAZ + Levomefolate Calcium (Metafolin) & L-5-MTHF in Two Different Tablet Formulations: Levomefolate Calcium (Metafolin) and YAZ + Levomefolate Calcium (Metafolin),https://clinicaltrials.gov/study/NCT01253187,,COMPLETED,YES,Contraception,"DRUG: EE 0.02 mg/DRSP 3 mg (YAZ, BAY86-5300)|DRUG: EE 0.02 mg/DRSP 3 mg/L-5-MTHF Ca 0.451 mg (EE20/DRSP/L-5-MTHF Ca)|DRUG: L-5-MTHF 0.451mg (Metafolin)",Bayer,,INTERVENTIONAL,2006-10,2007-09,2007-09,2010-12-03,2011-05-09,2013-08-07
NCT01251640,Combination With Gemcitabine in Advanced Pancreatic Cancer,https://clinicaltrials.gov/study/NCT01251640,BAGPAC,COMPLETED,NO,Pancreatic Neoplasms,DRUG: BAY86-9766+Gemcitabine,Bayer,,INTERVENTIONAL,2011-01-01,2013-02-11,2013-08-01,2010-12-02,,2021-04-08
NCT01249664,VEGF Trap-Eye in Choroidal Neovascularization Secondary to Pathologic Myopia (mCNV),https://clinicaltrials.gov/study/NCT01249664,Myrror,COMPLETED,YES,"Myopia, Pathological",BIOLOGICAL: VEGF Trap-Eye (BAY86-5321)|PROCEDURE: No Drug,Bayer,Regeneron Pharmaceuticals,INTERVENTIONAL,2010-12,2013-02,2013-08,2010-11-30,2014-04-01,2014-05-05
NCT01234337,Phase III Trial Comparing Capecitabine in Combination With Sorafenib or Placebo in the Treatment of Locally Advanced or Metastatic HER2-Negative Breast Cancer,https://clinicaltrials.gov/study/NCT01234337,,COMPLETED,YES,Breast Cancer,"DRUG: Sorafenib (Nexavar, BAY43-9006)|DRUG: Placebo|DRUG: Capecitabine",Bayer,"Onyx Therapeutics, Inc.",INTERVENTIONAL,2011-02-21,2014-05-12,2017-10-20,2010-11-04,2015-09-03,2018-11-06
NCT01233258,A Trial to Compare Prophylaxis Therapy to On-demand Therapy With a New Full Length Recombinant FVIII in Patients With Severe Hemophilia A,https://clinicaltrials.gov/study/NCT01233258,Leopold II,COMPLETED,YES,Hemophilia A,BIOLOGICAL: rFVIII (BAY81-8973) on demand|BIOLOGICAL: rFVIII (BAY81-8973) prophylaxis low-dose|BIOLOGICAL: rFVIII (BAY81-8973) prophylaxis high-dose,Bayer,,INTERVENTIONAL,2011-01,2012-12,2012-12,2010-11-03,2014-02-11,2016-11-28
NCT01228513,Efficacy and Safety of Different Concentrations of ZK245186 in Atopic Dermatitis (AD),https://clinicaltrials.gov/study/NCT01228513,,COMPLETED,NO,Atopic Dermatitis,DRUG: ZK245186|DRUG: Placebo (vehicle without active ingredient),Bayer,,INTERVENTIONAL,2010-11,2011-07,2012-04,2010-10-26,,2016-01-21
NCT01227603,Single Dose Bioequivalence Study Comparing Nifedipine/Candesartan FDC (Fixed Dose Combination) With Loose Combination of Nifedipine GITS (Gastro-intestinal Therapeutic System) Plus Candesartan and Single Components Under Fasting Conditions,https://clinicaltrials.gov/study/NCT01227603,,COMPLETED,NO,"Hypertension, Essential","DRUG: Nifedipine-candesartan FDC (BAY 98-7106)|DRUG: Nifedipine GITS (Adalat LA, BAYA1040)|DRUG: Candesartan (Atacand)",Bayer,,INTERVENTIONAL,2010-11,2011-03,2011-07,2010-10-25,,2015-12-10
NCT01212445,Dose-Finding Trial of Polyethylene Glycol 3350 Laxative Plus Electrolytes for the Treatment of Constipation (Protocol P07515),https://clinicaltrials.gov/study/NCT01212445,,COMPLETED,YES,Constipation,"DRUG: PEG 3350 laxative plus electrolytes (PEG + E)/Macrogol (Movicol®, BAY81-8430)",Bayer,,INTERVENTIONAL,2010-10,2011-11,2011-11,2010-09-30,2013-03-11,2016-03-15
NCT01206972,Dose-confirmatory Bridging Study in Total Knee Replacement,https://clinicaltrials.gov/study/NCT01206972,,COMPLETED,NO,Venous Thromboembolism,DRUG: Rivaroxaban (BAY59-7939)|DRUG: Rivaroxaban (BAY59-7939)|DRUG: Rivaroxaban (BAY59-7939)|DRUG: Enoxaparin,Bayer,"Janssen Scientific Affairs, LLC",INTERVENTIONAL,2010-10,2011-05,2011-06,2010-09-22,,2017-01-18
NCT01205932,Dose-confirmatory Bridging Study in Total Hip Replacement,https://clinicaltrials.gov/study/NCT01205932,,COMPLETED,NO,Venous Thromboembolism,DRUG: Rivaroxaban (BAY59-7939)|DRUG: Rivaroxaban (BAY59-7939)|DRUG: Rivaroxaban (BAY59-7939)|DRUG: Enoxaparin,Bayer,"Janssen Research & Development, LLC",INTERVENTIONAL,2010-09,2011-06,2011-08,2010-09-21,,2017-01-23
NCT01204190,"Investigation of Three Contraceptive Hormone Patches in Regard to Inhibition of Ovulation Following Application Over 3 Treatment Cycles in Healthy, Young Women.",https://clinicaltrials.gov/study/NCT01204190,,COMPLETED,NO,Contraception,DRUG: Gestodene/EE Patch (BAY86-5016)|DRUG: Gestodene/EE Patch (BAY86-5016)|DRUG: Gestodene/EE Patch (BAY86-5016),Bayer,,INTERVENTIONAL,2010-09,2011-07,2011-08,2010-09-17,,2014-11-04
NCT01204177,Assessing BAY86-9766 Plus Sorafenib for the Treatment of Liver Cancer.,https://clinicaltrials.gov/study/NCT01204177,BASIL,COMPLETED,NO,"Carcinoma, Hepatocellular",DRUG: BAY86-9766 MEK Inhibitor + Sorafenib,Bayer,,INTERVENTIONAL,2010-12,2011-08,2013-08,2010-09-17,,2013-09-06
NCT01188252,Clinical Study to Evaluate the Maximum Tolerated Dose of BAY1000394 Given in a 3 Days on / 4 Days Off Schedule in Subjects With Advanced Malignancies,https://clinicaltrials.gov/study/NCT01188252,,COMPLETED,NO,Neoplasms,DRUG: Roniciclib (BAY1000394),Bayer,,INTERVENTIONAL,2010-08,2016-06,2016-12,2010-08-25,,2017-01-09
NCT01187628,Long-term Study in Chronic Kidney Disease (Extension From Study 14817),https://clinicaltrials.gov/study/NCT01187628,,COMPLETED,NO,Hyperphosphatemia,"DRUG: Fosrenol (Lanthanum Carbonate, BAY77-1931)",Bayer,Shire,INTERVENTIONAL,2010-09,2013-04,2013-04,2010-08-24,,2015-04-03
NCT01184820,Trial to Evaluate the Pharmacokinetics and Safety Profile of BAY94-9027 Following Single and Multiple Dose Administration,https://clinicaltrials.gov/study/NCT01184820,,COMPLETED,NO,Hemophilia A,"BIOLOGICAL: BAY94-9027 + Recombinant Factor VIII (Kogenate FS, BAY14-2222)|BIOLOGICAL: BAY94-9027 + Recombinant Factor VIII (Kogenate FS, BAY14-2222))",Bayer,,INTERVENTIONAL,2010-10-13,2011-10-10,2011-10-10,2010-08-19,,2018-09-07
NCT01179334,Evaluation of the Pharmacodynamic Effect of the Combination of Sildenafil and Riociguat on Blood Pressure and Other Safety Parameters.,https://clinicaltrials.gov/study/NCT01179334,PATENT PLUS,COMPLETED,YES,Pulmonary Hypertension,"DRUG: Riociguat (Adempas, BAY63-2521)|DRUG: Placebo|DRUG: Sildenafil",Bayer,,INTERVENTIONAL,2010-08,2012-06,2013-05,2010-08-11,2013-12-25,2016-08-29
NCT01179295,Japanese BAY86-9766 Monotherapy Phase I Study,https://clinicaltrials.gov/study/NCT01179295,,COMPLETED,NO,Neoplasms,DRUG: BAY86-9766|DRUG: BAY86-9766|DRUG: BAY86-9766|DRUG: BAY86-9766,Bayer,,INTERVENTIONAL,2010-11-19,2012-04-27,2012-04-27,2010-08-11,,2017-06-20
NCT01168895,"Study in COPD (Chronic Obstructive Pulmonary Disease) Subjects to Investigate Safety, Tolerability, and Pharmacokinetics of Ciprofloxacin After Single Dose Inhalations of 50 mg and 75 mg Ciprofloxacin Inhalation Powder",https://clinicaltrials.gov/study/NCT01168895,,COMPLETED,NO,"Infection|Pulmonary Disease, Chronic Obstructive","DRUG: Cipro Inhale (Ciprofloxacin, BAYQ3939)|DRUG: Cipro Inhale (Ciprofloxacin, BAYQ3939)",Bayer,,INTERVENTIONAL,2010-07,2010-09,2010-09,2010-07-23,,2014-04-14
NCT01168817,Clinical Proof-of-concept Study for the Combination BAY60-4552 / Vardenafil for the Treatment of Erectile Dysfunction Not Sufficiently Responsive to Standard Therapy With PDE5 Inhibitors,https://clinicaltrials.gov/study/NCT01168817,,COMPLETED,NO,Erectile Dysfunction,DRUG: BAY60-4552 plus Vardenafil|DRUG: Vardenafil|DRUG: Placebo,Bayer,,INTERVENTIONAL,2010-08,2011-05,2011-05,2010-07-23,,2014-11-04
NCT01160692,A Study to Evaluate The Effects Of a Multivitamin/Mineral With Ginko In Subjects With Age Associated Memory Impairment,https://clinicaltrials.gov/study/NCT01160692,,COMPLETED,NO,Age-Related Memory Disorders,DIETARY_SUPPLEMENT: Multivitamin/Multimineral/Ginkgo (BAY 81-2775)|OTHER: Placebo,Bayer,,INTERVENTIONAL,2006-02,2008-07,2008-07,2010-07-12,,2010-08-02
NCT01145859,Rivaroxaban Pharmacokinetics/Pharmacodynamics (PK/PD) Study in Pediatric Subjects,https://clinicaltrials.gov/study/NCT01145859,,COMPLETED,NO,Venous Thrombosis|Pediatrics,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)",Bayer,"Janssen Research & Development, LLC",INTERVENTIONAL,2010-11,2015-07,2015-07,2010-06-17,,2015-08-06
NCT01122602,Evaluate Analgesic Efficacy of Fast Release Aspirin,https://clinicaltrials.gov/study/NCT01122602,TAROT,COMPLETED,NO,"Drugs, Investigational","DRUG: Acetylsalicyclic acid (Fast acting Aspirin, BAY1019036)|DRUG: Acetylsalicyclic acid (Aspirin, BAYE4465)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2010-04-29,2010-07-29,2010-08-06,2010-05-13,,2018-12-19
NCT01117636,Evaluate Analgesic Efficacy of Fast Release Aspirin,https://clinicaltrials.gov/study/NCT01117636,TAROT,COMPLETED,NO,"Drugs, Investigational","DRUG: Acetylsalicylic acid (Fast release Aspirin, BAY1019036)|DRUG: Acetylsalicylic Acid (Aspirin, BAYE4465)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2010-04-28,2010-07-07,2010-07-07,2010-05-05,,2018-12-19
NCT01117623,Continuous Dosing of BAY73-4506 in Patients With Advanced Malignancies,https://clinicaltrials.gov/study/NCT01117623,,COMPLETED,YES,Neoplasm,"DRUG: Escalation cohort: Regorafenib (Stivarga, BAY73-4506) 20 mg|DRUG: Escalation cohort: Regorafenib (Stivarga, BAY73-4506) 40 mg|DRUG: Escalation cohort: Regorafenib (Stivarga, BAY73-4506) 100 mg|DRUG: Escalation cohort: Regorafenib (Stivarga, BAY73-4506) 120 mg|DRUG: Escalation cohort: Regorafenib (Stivarga, BAY73-4506) 140 mg|DRUG: HCC Child-Pugh A expansion cohort: Regorafenib 100 mg|DRUG: HCC Child-Pugh B expansion cohort: Regorafenib 100 mg|DRUG: NSCLC expansion cohort: Regorafenib 100 mg",Bayer,,INTERVENTIONAL,2007-02,2013-11,2013-11,2010-05-05,2015-01-19,2015-11-18
NCT01110629,Study in Chronic Kidney Disease (CKD) Not on Dialysis,https://clinicaltrials.gov/study/NCT01110629,,COMPLETED,NO,Hyperphosphatemia,"DRUG: Fosrenol (Lanthanum Carbonate, BAY77-1931)|DRUG: Placebo",Bayer,Shire,INTERVENTIONAL,2010-06,2011-11,2011-11,2010-04-26,,2014-10-15
NCT01110590,"Multiple Dose Escalation Study (14 Days) to Investigate Safety, Tolerability, PK and PD of Vardenafil and BAY60-4552",https://clinicaltrials.gov/study/NCT01110590,,COMPLETED,NO,Erectile Dysfunction,DRUG: BAY60-4552 + Vardenafil|DRUG: BAY60-4552 + Vardenafil|DRUG: BAY60-4552 + Vardenafil|DRUG: Placebo,Bayer,,INTERVENTIONAL,2010-01,2010-04,2010-05,2010-04-26,,2013-02-22
NCT01106352,A Study of Alpharadin With Docetaxel in Patients With Bone Metastasis From Castration-Resistant Prostate Cancer (CRPC),https://clinicaltrials.gov/study/NCT01106352,,COMPLETED,YES,Bone Metastases|Castration-Resistant Prostate Cancer,"DRUG: Radium-223 dichloride (Xofigo, BAY88-8223)|DRUG: Docetaxel",Bayer,,INTERVENTIONAL,2010-07,2015-06,2015-06,2010-04-19,2016-11-09,2017-01-04
NCT01105208,Cross Over Study to Prove Bioequivalence Between Two Brands of Cefalexin Suspension,https://clinicaltrials.gov/study/NCT01105208,,COMPLETED,NO,Anti-Infective Agents,"DRUG: Cephalexin suspension (Optocef, BAYO5448 )|DRUG: Cephalexin suspension (Keflex)",Bayer,Corporación Bonima S.A. de C.V.,INTERVENTIONAL,2010-03,2010-03,2010-03,2010-04-16,,2014-05-20
NCT01104584,Efficacy and Safety of Gadobutrol 1.0 Molar (Gadovist) for Breast Magnetic Resonance Imaging (MRI),https://clinicaltrials.gov/study/NCT01104584,GEMMA 2,COMPLETED,YES,Breast Cancer,"DRUG: Gadobutrol (Gadavist, Gadovist, BAY86-4875)",Bayer,,INTERVENTIONAL,2010-05,2011-09,2012-01,2010-04-15,2014-11-11,2014-11-11
NCT01103323,Patients With Metastatic Colorectal Cancer Treated With Regorafenib or Placebo After Failure of Standard Therapy,https://clinicaltrials.gov/study/NCT01103323,,COMPLETED,YES,Metastatic Colorectal Cancer,"DRUG: Regorafenib (Stivarga, BAY73-4506)|DRUG: Placebo|OTHER: Best Supportive Care (BSC)",Bayer,,INTERVENTIONAL,2010-04,2011-07,2014-01,2010-04-14,2012-11-19,2015-06-24
NCT01096498,Cross -Over Study to Prove Bioequivalence Between Two Oral Formulations of Levonorgestrel,https://clinicaltrials.gov/study/NCT01096498,LEVEQ-2,COMPLETED,NO,"Contraception|Contraception, Postcoital",DRUG: Levonorgestrel Emergency Pill (BAY86-5028/Opxion)|DRUG: Levonorgestrel (Postday),Bayer,,INTERVENTIONAL,2009-02,2009-03,2009-03,2010-03-31,,2013-06-11
NCT01096485,Cross-over Study to Prove Bioequivalence Between Two Oral Formulations of Levonorgestrel,https://clinicaltrials.gov/study/NCT01096485,LEVEQ-1,COMPLETED,NO,"Contraception|Contraception, Postcoital",DRUG: Levonorgestrel Emergency Pill (BAY86-5028/Opxion)|DRUG: Levonorgestrel (Postday),Bayer,,INTERVENTIONAL,2009-02,2009-03,2009-03,2010-03-31,,2013-06-11
NCT01096030,"Phase I Study of BAY73-4506 in Chinese Patients With Advanced, Refractory Solid Tumors",https://clinicaltrials.gov/study/NCT01096030,,COMPLETED,NO,Neoplasms,"DRUG: Regorafenib (Stivarga, BAY73-4506)",Bayer,,INTERVENTIONAL,2010-07,2012-11,2012-11,2010-03-30,,2013-11-19
NCT01083264,"Relative Bioavailability, Transdermally Administered EE and GSD, 3 Applications Sites",https://clinicaltrials.gov/study/NCT01083264,,COMPLETED,NO,Contraception,DRUG: Gestodene/EE Patch (BAY86-5016)|DRUG: Gestodene/EE Patch (BAY86-5016)|DRUG: Gestodene/EE Patch (BAY86-5016),Bayer,,INTERVENTIONAL,2009-10,2010-05,2010-05,2010-03-09,,2014-06-23
NCT01081353,Pharmacokinetic Study Comparing Aspirin and Effervescent Aspirin,https://clinicaltrials.gov/study/NCT01081353,,COMPLETED,NO,Pharmacokinetics,DRUG: Acetylsalicylic Acid (Aspirin BAY1019036)|DRUG: Alka Seltzer Extra Strength|DRUG: Aspirin Migraine|DRUG: Aspirin Aspro,Bayer,,INTERVENTIONAL,2010-02,2010-03,2010-03,2010-03-05,,2014-06-26
NCT01077076,Pharmacodynamic Study Comparing the Effects of Two Different Forms of Omeprazole (P07812) (COMPLETED),https://clinicaltrials.gov/study/NCT01077076,,COMPLETED,YES,Intragastric Acidity,DRUG: Zegerid|DRUG: Prilosec OTC™ Tablets|OTHER: Placebo,Bayer,,INTERVENTIONAL,2008-12,2009-03,2009-03,2010-02-26,2010-04-02,2015-03-11
NCT01076582,Comparative Trial in Hormone Withdrawal Associated Symptoms,https://clinicaltrials.gov/study/NCT01076582,,COMPLETED,NO,Oral Contraceptive,"DRUG: EE20/DRSP (YAZ, BAY86-5300)|DRUG: Ethinylestradiol (EE) and desogestrel (DSG) (Mercilon)",Bayer,,INTERVENTIONAL,2010-04,2011-10,2011-10,2010-02-26,,2014-10-28
NCT01073904,Cross-over Study to Prove Bioequivalence Between Two Oral Formulations of Levonorgestrel 1.5 mg,https://clinicaltrials.gov/study/NCT01073904,LEVEQ-3,COMPLETED,NO,"Contraceptives, Postcoital",DRUG: Levonorgestrel Emergency Pill (BAY86-5028)|DRUG: Postinor 2,Bayer,,INTERVENTIONAL,2009-09,2009-09,2009-09,2010-02-23,,2014-04-03
NCT01073891,"Bioavailability, Food Effect and Safety, Tolerability of a New Oral Suspension in Comparison to the Marketed Moxifloxacin Tablet in Healthy Adults",https://clinicaltrials.gov/study/NCT01073891,,COMPLETED,NO,Healthy,"DRUG: Moxifloxacin (Avelox, BAY12-8039)|DRUG: Moxifloxacin (BAY12-8039)|DRUG: Moxifloxacin (BAY12-8039)",Bayer,,INTERVENTIONAL,2010-05,2010-11,2011-01,2010-02-23,,2015-07-01
NCT01073553,Cross-over Study to Prove Bioequivalence Between Two Brands of Cefalexin Capsules,https://clinicaltrials.gov/study/NCT01073553,,COMPLETED,NO,Anti-Infective Agents,"DRUG: Cephalexin capsules (Optocef, BAYO5448 )|DRUG: Cephalexin capsules (Keflex)",Bayer,Corporación Bonima S.A. de C.V.,INTERVENTIONAL,2009-10,2009-10,2009-10,2010-02-23,,2015-04-03
NCT01073540,Cross-over Study to Prove Bioequivalence Between Two Brands of Cefalexin Suspension,https://clinicaltrials.gov/study/NCT01073540,,COMPLETED,NO,Anti-Infective Agents,"DRUG: Cephalexin suspension (Optocef, BAYO5448)|DRUG: Cephalexin suspension (Keflex)",Bayer,Corporación Bonima S.A. de C.V.,INTERVENTIONAL,2009-09,2009-09,2009-09,2010-02-23,,2014-04-03
NCT01072942,"To Evaluate the Safety, Tolerability, Pulmonary Deposition, Pharmacokinetics and Pharmacodynamics of Ciprofloxacin Inhale in Japanese Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD, GOLD II-III)",https://clinicaltrials.gov/study/NCT01072942,,COMPLETED,NO,"Pulmonary Disease, Chronic Obstructive","DRUG: Ciprofloxacin (Cipro InhaIe, BAYQ3939)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2010-01,2010-06,2010-07,2010-02-22,,2014-04-02
NCT01072604,Pharmacokinetic Study Comparing Aspirin and Aspirin Granules,https://clinicaltrials.gov/study/NCT01072604,,COMPLETED,NO,Pharmacokinetics,"DRUG: Acetylsalicylic acid (Aspirin, BAY1019036)|DRUG: Acetylsalicylic acid (Aspirin, BAY1019036)|DRUG: Acetylsalicylic acid (Aspirin, BAYE4465)|DRUG: Acetylsalicylic acid (Aspirin, BAYE4465)",Bayer,,INTERVENTIONAL,2009-07,2009-08,2009-08,2010-02-22,,2014-04-21
NCT01070485,"BAY88-8223, Alpharadin, Breast Cancer Patients With Bone Dominant Disease",https://clinicaltrials.gov/study/NCT01070485,,COMPLETED,NO,Breast Cancer|Bone Metastases,DRUG: Radium-223 chloride (BAY88-8223),Bayer,,INTERVENTIONAL,2010-01,2011-03,2012-01,2010-02-18,,2014-06-25
NCT01069900,Moxifloxacin in Pediatric Subjects With Complicated Intra-abdominal Infection,https://clinicaltrials.gov/study/NCT01069900,MOXIPEDIA,COMPLETED,YES,Intraabdominal Infections,"DRUG: Moxifloxacin (Avelox, BAY12-8039)|DRUG: Ertapenem|DRUG: Amoxicillin/Clavulanate|DRUG: Moxifloxacin placebo|DRUG: Ertapenem placebo|DRUG: Amoxicillin/Clavulanate placebo",Bayer,,INTERVENTIONAL,2010-07-21,2015-01-21,2015-01-21,2010-02-17,2015-12-08,2018-03-20
NCT01069328,"Dose Escalating Study With BAY43-9006 With Carboplatin, Paclitaxel and Bevacizumab in Untreated Stage IIIb Non-small Cell Lung Cancer (NSCLC)",https://clinicaltrials.gov/study/NCT01069328,,COMPLETED,NO,"Carcinoma, Non-Small-Cell Lung|Lung Cancer","DRUG: Nexavar (Sorafenib, BAY43-9006)|DRUG: Nexavar (Sorafenib, BAY43-9006)|DRUG: Bevacizumab|DRUG: Bevacizumab|DRUG: Bevacizumab|DRUG: Bevacizumab|DRUG: Paclitaxel|DRUG: Carboplatin",Bayer,,INTERVENTIONAL,2006-07,2011-09,2011-10,2010-02-17,,2013-11-13
NCT01067976,Efficacy and Safety of Gadobutrol 1.0 Molar (Gadovist) for Breast MRI,https://clinicaltrials.gov/study/NCT01067976,,COMPLETED,YES,Breast Cancer|Diagnostic Imaging,"DRUG: Gadobutrol (Gadavist, Gadovist, BAY86-4875)",Bayer,,INTERVENTIONAL,2010-02,2011-07,2012-01,2010-02-12,2014-11-11,2014-11-11
NCT01062360,Placebo and Active Controlled Study to Assess Efficacy and Tolerability of Aspirin Plus Pseudoephedrine,https://clinicaltrials.gov/study/NCT01062360,,COMPLETED,NO,Common Cold|Pharyngitis,"DRUG: Acetylsalicylic Acid (Aspirin Complex, BAYE4465) + Pseudoephedrine|DRUG: Acetylsalicylic Acid (Aspirin, BAYE4465)|DRUG: Pseudoephedrine|DRUG: Placebo",Bayer,,INTERVENTIONAL,2005-12-23,2007-05-14,2007-05-14,2010-02-04,,2017-09-01
NCT01053676,Bioequivalence Study of BAY77-1931 Granule,https://clinicaltrials.gov/study/NCT01053676,,COMPLETED,NO,Hyperphosphatemia,"DRUG: Lanthanum Carbonate (Fosrenol, BAY77-1931) Granule|DRUG: Lanthanum Carbonate (Fosrenol, BAY77-1931) Chewable tablet",Bayer,,INTERVENTIONAL,2010-01,2010-04,2010-04,2010-01-21,,2014-06-23
NCT01052298,Study to Evaluate the Safety and Pharmacokinetics of Inhaled Ciprofloxacin in Patients With Mild to Moderate Chronic Obstructive Pulmonary Disease (COPD),https://clinicaltrials.gov/study/NCT01052298,,COMPLETED,NO,"Disease, Pulmonary","DRUG: Ciprofloxacin (Cipro inhale, BAYQ3939)|DRUG: Ciprofloxacin (Cipro inhale, BAYQ3939)|DRUG: Ciprofloxacin (Cipro inhale, BAYQ3939)|DRUG: Placebo",Bayer,Novartis,INTERVENTIONAL,2009-04,2009-09,2009-09,2010-01-20,,2013-05-30
NCT01050829,Gadobutrol Magnevist-controlled Body Study,https://clinicaltrials.gov/study/NCT01050829,,COMPLETED,NO,Magnetic Resonance Imaging,"DRUG: Gadobutrol (Gadovist, BAY86-4875)|DRUG: Gadopentetate Dimeglumine (Magnevist, BAY86-4882)",Bayer,,INTERVENTIONAL,2010-01,2011-04,2011-04,2010-01-15,,2014-12-30
NCT01049022,"Safety, Tolerability and Pharmacokinetics of Single Dose Intravenous Moxifloxacin in Pediatric Patients",https://clinicaltrials.gov/study/NCT01049022,,COMPLETED,NO,Infections,"DRUG: Moxifloxacin (Avelox, BAY12-8039)|DRUG: Moxifloxacin (Avelox, BAY12-8039)|DRUG: Moxifloxacin (Avelox, BAY12-8039)",Bayer,,INTERVENTIONAL,2010-05,2012-12,2013-08,2010-01-14,,2015-07-22
NCT01045902,"BAY12-8039, iv/Oral Pulmonary Abscess/Aspiration Pneumonia",https://clinicaltrials.gov/study/NCT01045902,,COMPLETED,NO,"Pneumonia, Aspiration|Lung Abscess","DRUG: Avelox (Moxifloxacin, BAY12-8039)|DRUG: Sulbactam/Ampicillin",Bayer,,INTERVENTIONAL,2001-02,,2005-01,2010-01-11,,2010-01-11
NCT01035164,Evaluation of ZK 6032924 in Probable Alzheimer's Disease Patients Versus Healthy Volunteers and the Radiation Dosimetry of ZK 6032924 in Healthy Volunteers,https://clinicaltrials.gov/study/NCT01035164,,COMPLETED,NO,Positron-Emission Tomography|Alzheimer's Disease,DRUG: F-18 FEDAA1106 (BAY85-8101)|DRUG: F-18 FEDAA1106 (BAY85-8101)|DRUG: F-18 FEDAA1106 (BAY85-8101),Bayer,,INTERVENTIONAL,2007-06,2010-01,2010-01,2009-12-18,,2015-01-08
